datetime,jp,jpHokk,jpToh,jpTok,jpChub,jpHoku,jpKan,jpChug,jpShi,jpKyu
2026-04-01 00:00:00+09:00,17.75,17.75,20.15,20.15,20.61,9.47,9.47,9.47,9.47,8.78
2026-04-01 00:30:00+09:00,14.83,17.45,19.44,19.44,20.57,8.58,8.58,8.58,8.58,8.58
2026-04-01 01:00:00+09:00,12.7,16.54,14.83,14.83,14.83,14.83,14.83,14.83,14.83,8.78
2026-04-01 01:30:00+09:00,13.21,15.45,15.45,15.45,15.45,15.45,15.45,15.45,15.45,8.78
2026-04-01 02:00:00+09:00,14.83,16.07,16.07,16.07,16.07,16.07,16.07,16.07,16.07,9.03
2026-04-01 02:30:00+09:00,17.01,17.75,17.93,17.93,17.93,16.22,16.22,16.22,16.22,9.03
2026-04-01 03:00:00+09:00,17.95,19.44,19.44,19.44,20.0,16.22,16.22,16.22,16.22,9.03
2026-04-01 03:30:00+09:00,19.0,19.71,19.71,19.71,20.26,17.95,17.95,17.95,17.95,10.9
2026-04-01 04:00:00+09:00,19.65,19.71,19.71,19.71,20.26,17.95,17.95,17.95,17.95,10.9
2026-04-01 04:30:00+09:00,19.71,19.91,19.91,19.91,20.25,18.08,18.08,18.08,18.08,10.9
2026-04-01 05:00:00+09:00,20.06,20.53,20.53,20.53,20.53,17.47,17.47,17.47,17.47,10.9
2026-04-01 05:30:00+09:00,20.29,20.8,20.8,20.8,20.8,16.07,16.07,16.07,16.07,9.03
2026-04-01 06:00:00+09:00,19.95,20.64,20.64,20.64,20.64,15.42,15.42,15.42,15.42,10.9
2026-04-01 06:30:00+09:00,19.79,20.0,20.0,20.32,20.32,16.07,16.07,16.07,16.07,10.9
2026-04-01 07:00:00+09:00,19.0,16.54,16.54,19.6,19.6,18.08,18.08,18.08,18.08,10.9
2026-04-01 07:30:00+09:00,18.44,12.01,12.01,19.6,19.6,18.0,18.0,18.0,18.0,10.9
2026-04-01 08:00:00+09:00,21.71,16.3,16.3,25.13,25.13,20.06,20.06,20.06,15.0,10.9
2026-04-01 08:30:00+09:00,23.82,12.01,12.01,32.4,32.4,20.99,20.99,20.99,17.5,17.66
2026-04-01 09:00:00+09:00,20.28,10.0,10.0,22.66,22.66,16.87,16.87,16.87,16.87,16.87
2026-04-01 09:30:00+09:00,20.53,10.0,10.0,22.99,22.99,20.28,20.28,20.28,20.28,20.28
2026-04-01 10:00:00+09:00,20.96,8.01,8.01,25.01,25.01,25.01,25.0,25.0,25.0,19.66
2026-04-01 10:30:00+09:00,21.0,8.01,8.01,25.01,25.01,25.01,25.0,25.0,25.0,19.66
2026-04-01 11:00:00+09:00,21.35,8.01,8.01,31.22,31.22,31.22,25.46,25.46,25.46,18.6
2026-04-01 11:30:00+09:00,21.51,7.83,7.83,32.39,35.0,35.0,25.01,25.01,25.01,12.0
2026-04-01 12:00:00+09:00,20.61,8.01,8.01,30.0,30.0,30.0,22.0,22.0,22.0,8.78
2026-04-01 12:30:00+09:00,20.96,9.12,10.01,31.22,31.22,31.22,21.04,21.04,21.04,8.78
2026-04-01 13:00:00+09:00,25.0,11.7,11.7,44.7,44.7,44.7,25.5,25.5,25.5,11.75
2026-04-01 13:30:00+09:00,25.95,16.32,16.32,44.38,44.38,44.38,18.08,18.08,18.08,12.0
2026-04-01 14:00:00+09:00,31.42,17.61,17.61,43.41,43.41,43.41,20.27,20.27,20.27,12.0
2026-04-01 14:30:00+09:00,32.0,20.0,20.0,42.22,42.22,42.22,34.6,20.99,8.0,12.6
2026-04-01 15:00:00+09:00,31.8,26.63,26.63,42.89,42.89,42.89,34.6,21.0,8.0,17.66
2026-04-01 15:30:00+09:00,30.0,30.0,30.0,32.0,32.0,32.0,24.0,24.0,11.99,20.0
2026-04-01 16:00:00+09:00,30.84,17.23,17.23,32.58,32.58,32.58,21.01,21.01,8.0,20.0
2026-04-01 16:30:00+09:00,32.39,18.5,18.5,35.83,35.83,35.83,20.98,20.98,10.0,20.0
2026-04-01 17:00:00+09:00,30.0,22.0,22.0,32.0,32.0,20.06,20.06,20.06,8.0,20.0
2026-04-01 17:30:00+09:00,34.6,30.0,30.0,42.44,42.44,20.38,20.38,20.38,8.0,20.38
2026-04-01 18:00:00+09:00,34.6,32.77,32.77,39.6,39.6,21.5,21.5,21.5,7.94,21.5
2026-04-01 18:30:00+09:00,34.6,38.54,38.54,38.54,38.54,24.5,24.5,24.5,7.93,23.0
2026-04-01 19:00:00+09:00,34.6,31.8,31.8,31.8,31.8,24.5,24.5,24.5,18.54,24.0
2026-04-01 19:30:00+09:00,31.61,31.03,31.03,31.03,25.06,21.0,21.0,21.0,15.0,21.0
2026-04-01 20:00:00+09:00,24.52,23.61,23.61,23.61,23.61,20.28,20.28,20.28,20.28,20.28
2026-04-01 20:30:00+09:00,24.5,24.31,24.31,24.31,24.31,20.06,20.06,20.06,15.0,20.06
2026-04-01 21:00:00+09:00,22.43,23.55,23.55,23.55,23.55,18.44,18.44,18.44,18.44,18.44
2026-04-01 21:30:00+09:00,21.49,22.18,22.18,22.18,22.18,18.67,18.67,18.67,18.67,18.67
2026-04-01 22:00:00+09:00,20.95,21.5,21.5,21.5,21.5,18.6,18.6,18.6,18.6,18.6
2026-04-01 22:30:00+09:00,20.29,17.77,17.77,21.3,21.3,16.22,16.22,16.22,16.22,16.22
2026-04-01 23:00:00+09:00,20.53,21.0,21.0,21.33,21.33,17.15,17.15,17.15,17.15,12.0
2026-04-01 23:30:00+09:00,20.29,20.95,20.95,20.95,20.95,14.91,14.91,14.91,14.91,10.9
2026-04-02 00:00:00+09:00,18.44,17.29,21.47,21.47,22.07,11.28,11.28,11.28,11.28,11.28
2026-04-02 00:30:00+09:00,16.5,18.34,19.92,19.92,24.12,10.2,10.2,10.2,10.2,10.2
2026-04-02 01:00:00+09:00,15.94,19.67,19.67,19.67,39.18,9.74,9.74,9.74,9.74,9.74
2026-04-02 01:30:00+09:00,16.07,19.56,19.56,19.56,40.89,11.01,11.01,11.01,11.01,11.01
2026-04-02 02:00:00+09:00,16.5,17.93,17.93,17.93,40.9,12.0,12.0,12.0,12.0,12.0
2026-04-02 02:30:00+09:00,19.0,19.13,19.13,19.13,42.17,15.45,15.45,15.45,15.45,15.45
2026-04-02 03:00:00+09:00,19.71,19.71,19.71,19.71,39.85,15.6,15.6,15.6,15.6,15.6
2026-04-02 03:30:00+09:00,19.59,19.61,19.61,19.61,41.47,14.91,14.91,14.91,14.91,14.91
2026-04-02 04:00:00+09:00,20.06,20.25,20.25,20.25,40.33,16.07,16.07,16.07,7.95,16.07
2026-04-02 04:30:00+09:00,19.92,20.25,20.25,20.25,40.04,16.22,16.22,16.22,7.82,16.22
2026-04-02 05:00:00+09:00,20.34,21.99,21.99,21.99,39.85,16.35,16.35,16.35,7.83,16.35
2026-04-02 05:30:00+09:00,20.57,22.38,22.38,22.38,39.88,15.6,15.6,15.6,7.8,15.6
2026-04-02 06:00:00+09:00,20.57,22.5,22.5,23.27,26.08,14.91,14.91,14.91,14.91,14.91
2026-04-02 06:30:00+09:00,20.8,25.81,25.81,25.81,25.81,14.91,14.91,14.91,14.91,14.91
2026-04-02 07:00:00+09:00,20.95,32.0,32.0,32.0,32.0,10.01,10.01,10.01,10.01,10.01
2026-04-02 07:30:00+09:00,19.83,25.0,25.0,32.0,32.0,8.64,8.64,8.64,7.88,8.64
2026-04-02 08:00:00+09:00,20.21,23.63,23.63,50.0,40.36,9.84,8.58,8.58,7.74,8.58
2026-04-02 08:30:00+09:00,19.26,25.0,25.0,32.0,26.08,9.93,8.58,8.58,6.88,8.58
2026-04-02 09:00:00+09:00,17.93,23.47,23.47,23.47,20.91,14.91,14.91,12.96,2.9,8.39
2026-04-02 09:30:00+09:00,16.22,23.18,23.18,23.18,20.38,14.0,14.0,12.67,2.0,1.0
2026-04-02 10:00:00+09:00,13.5,20.93,20.93,22.41,12.48,9.84,7.63,7.63,0.02,0.01
2026-04-02 10:30:00+09:00,9.03,22.38,22.38,22.38,6.63,6.63,6.63,6.63,0.01,0.01
2026-04-02 11:00:00+09:00,8.57,20.99,20.99,22.0,3.0,3.0,3.0,3.0,0.01,0.01
2026-04-02 11:30:00+09:00,9.03,20.09,20.09,45.7,2.76,2.76,2.76,2.76,0.01,0.01
2026-04-02 12:00:00+09:00,8.0,17.76,17.76,24.64,1.87,1.87,1.87,1.87,0.01,0.01
2026-04-02 12:30:00+09:00,6.95,16.27,16.27,22.68,2.93,2.93,2.93,2.93,0.01,0.01
2026-04-02 13:00:00+09:00,8.78,20.0,20.0,22.92,12.7,12.7,12.7,12.7,0.01,0.01
2026-04-02 13:30:00+09:00,9.73,21.45,21.45,22.62,12.7,12.7,12.7,12.7,0.02,0.01
2026-04-02 14:00:00+09:00,8.58,22.41,22.41,22.41,9.77,9.77,9.77,7.8,1.0,0.01
2026-04-02 14:30:00+09:00,9.81,22.41,22.41,22.41,13.0,13.0,13.0,8.64,2.9,0.01
2026-04-02 15:00:00+09:00,10.0,20.57,20.57,21.82,20.26,15.45,15.45,4.86,4.86,0.01
2026-04-02 15:30:00+09:00,15.6,22.27,22.27,22.27,20.96,15.6,15.6,2.9,2.9,2.5
2026-04-02 16:00:00+09:00,17.93,23.24,23.24,23.24,20.98,14.91,14.91,8.39,8.39,8.39
2026-04-02 16:30:00+09:00,20.0,29.9,29.9,29.9,29.9,14.91,14.91,14.91,14.91,8.78
2026-04-02 17:00:00+09:00,20.06,24.36,24.36,24.36,24.36,14.91,14.91,9.03,9.03,9.03
2026-04-02 17:30:00+09:00,19.71,23.0,23.0,23.0,23.0,16.22,16.22,16.22,16.22,16.22
2026-04-02 18:00:00+09:00,21.65,23.48,23.48,23.48,23.48,18.44,18.44,18.44,18.44,18.44
2026-04-02 18:30:00+09:00,21.85,23.5,23.5,23.5,23.5,18.61,18.61,18.61,18.61,18.61
2026-04-02 19:00:00+09:00,22.28,26.08,26.08,26.08,26.08,18.08,18.08,18.08,18.08,18.08
2026-04-02 19:30:00+09:00,22.24,25.0,25.0,25.0,25.0,18.44,18.44,18.44,7.98,18.44
2026-04-02 20:00:00+09:00,22.14,24.2,24.2,24.2,24.2,17.95,17.95,17.95,7.74,17.95
2026-04-02 20:30:00+09:00,22.27,23.63,23.63,23.63,23.63,19.66,19.66,19.66,7.73,19.66
2026-04-02 21:00:00+09:00,22.5,25.81,25.81,30.0,30.0,19.0,19.0,19.0,7.93,19.0
2026-04-02 21:30:00+09:00,22.78,23.0,23.0,40.74,40.74,19.29,19.29,19.29,19.29,19.29
2026-04-02 22:00:00+09:00,22.41,21.5,21.5,39.88,39.88,18.44,18.44,18.44,18.44,18.44
2026-04-02 22:30:00+09:00,22.02,19.52,19.52,40.63,40.63,17.95,17.95,17.95,17.95,17.95
2026-04-02 23:00:00+09:00,22.02,30.0,30.0,30.0,30.0,18.6,18.6,18.6,18.6,18.6
2026-04-02 23:30:00+09:00,20.28,24.17,24.17,24.17,24.17,16.35,16.35,16.35,16.35,16.35
2026-04-03 00:00:00+09:00,20.06,23.39,23.39,23.39,23.39,15.6,15.6,15.6,6.93,15.6
2026-04-03 00:30:00+09:00,19.07,22.27,22.27,22.27,22.5,12.0,12.0,12.0,6.93,12.0
2026-04-03 01:00:00+09:00,13.0,15.0,15.0,15.0,22.33,10.5,10.5,10.5,6.51,10.5
2026-04-03 01:30:00+09:00,18.49,21.85,21.85,21.85,22.39,11.5,11.5,11.5,6.93,11.5
2026-04-03 02:00:00+09:00,19.44,22.85,22.85,22.85,22.85,12.0,12.0,12.0,6.95,12.0
2026-04-03 02:30:00+09:00,20.06,23.57,23.57,23.57,23.57,16.14,16.14,16.14,6.95,16.14
2026-04-03 03:00:00+09:00,20.52,24.0,24.0,24.0,24.0,17.99,17.99,17.99,6.95,17.99
2026-04-03 03:30:00+09:00,20.68,24.46,24.46,24.46,24.46,18.44,18.44,18.44,6.95,18.44
2026-04-03 04:00:00+09:00,21.0,31.03,31.03,31.03,31.03,18.0,18.0,18.0,6.95,18.0
2026-04-03 04:30:00+09:00,21.03,31.8,31.8,31.8,31.8,18.44,18.44,18.44,6.95,18.44
2026-04-03 05:00:00+09:00,22.79,38.71,38.71,38.71,38.71,18.61,18.61,18.61,6.95,18.61
2026-04-03 05:30:00+09:00,23.22,30.0,38.11,38.11,38.11,18.08,18.08,18.08,6.94,18.08
2026-04-03 06:00:00+09:00,23.22,36.66,36.66,36.66,36.66,17.76,17.76,17.76,6.94,17.76
2026-04-03 06:30:00+09:00,20.52,19.9,19.9,24.43,24.43,16.0,16.0,16.0,6.95,16.0
2026-04-03 07:00:00+09:00,17.76,17.76,18.51,20.68,20.68,9.41,9.41,9.41,3.01,9.41
2026-04-03 07:30:00+09:00,9.12,15.0,13.78,17.93,20.34,8.58,8.58,8.58,0.02,8.58
2026-04-03 08:00:00+09:00,8.78,9.12,9.12,14.55,20.28,8.58,8.58,8.58,0.04,8.58
2026-04-03 08:30:00+09:00,7.86,7.01,7.01,12.45,12.45,8.39,8.39,8.39,0.01,8.39
2026-04-03 09:00:00+09:00,5.0,3.0,3.0,9.58,9.58,9.58,9.58,8.39,0.01,8.39
2026-04-03 09:30:00+09:00,5.51,2.05,2.05,14.55,14.0,14.0,14.0,1.01,0.01,1.01
2026-04-03 10:00:00+09:00,1.5,0.04,0.04,14.55,11.92,11.92,11.92,0.01,0.01,0.01
2026-04-03 10:30:00+09:00,1.0,0.01,0.01,11.08,9.9,9.9,9.9,0.01,0.01,0.01
2026-04-03 11:00:00+09:00,0.1,0.01,0.01,7.4,5.0,5.0,5.0,0.01,0.01,0.01
2026-04-03 11:30:00+09:00,0.01,0.01,0.01,3.0,3.0,3.0,3.0,1.0,0.01,0.01
2026-04-03 12:00:00+09:00,0.01,0.01,0.01,2.5,2.5,2.5,2.5,0.04,0.01,0.01
2026-04-03 12:30:00+09:00,0.01,0.01,0.01,3.0,3.0,3.0,3.0,0.01,0.01,0.01
2026-04-03 13:00:00+09:00,1.0,0.01,0.01,11.85,11.85,11.85,11.85,1.0,0.01,0.01
2026-04-03 13:30:00+09:00,2.0,0.01,0.01,11.09,11.09,11.09,11.09,3.16,0.01,0.01
2026-04-03 14:00:00+09:00,1.0,1.0,1.0,3.5,8.68,8.68,8.68,8.68,0.01,0.01
2026-04-03 14:30:00+09:00,2.85,1.0,1.0,9.9,9.9,9.9,9.9,9.22,0.01,0.5
2026-04-03 15:00:00+09:00,4.37,3.05,3.05,14.55,14.55,9.35,9.35,4.37,0.01,4.37
2026-04-03 15:30:00+09:00,10.18,5.0,5.0,19.48,19.48,16.07,16.07,8.39,0.01,8.39
2026-04-03 16:00:00+09:00,13.0,15.0,15.0,20.52,20.52,16.07,16.07,8.58,0.01,8.58
2026-04-03 16:30:00+09:00,17.93,17.76,21.78,21.78,21.78,16.22,16.22,8.78,0.02,8.78
2026-04-03 17:00:00+09:00,19.71,21.53,21.53,21.53,22.39,17.1,17.1,17.1,2.9,14.86
2026-04-03 17:30:00+09:00,21.53,31.22,31.22,31.22,31.22,20.06,20.06,20.06,6.93,17.66
2026-04-03 18:00:00+09:00,23.29,24.27,31.03,31.03,31.03,21.02,21.02,21.02,6.0,19.66
2026-04-03 18:30:00+09:00,22.1,24.27,24.27,24.27,24.27,24.27,24.27,24.27,6.93,18.6
2026-04-03 19:00:00+09:00,30.0,49.48,49.48,50.01,40.48,21.02,21.02,21.02,6.93,18.6
2026-04-03 19:30:00+09:00,27.0,45.0,45.01,50.0,37.64,20.29,20.29,20.29,6.93,17.66
2026-04-03 20:00:00+09:00,23.4,50.0,50.0,50.0,41.19,15.6,15.6,15.6,6.93,15.6
2026-04-03 20:30:00+09:00,23.99,42.0,42.0,42.0,39.67,16.07,16.07,16.07,6.95,16.07
2026-04-03 21:00:00+09:00,22.09,36.32,36.32,36.32,36.32,15.6,15.6,15.6,6.95,15.6
2026-04-03 21:30:00+09:00,19.66,20.52,20.52,20.52,30.0,16.07,16.07,16.07,6.95,16.07
2026-04-03 22:00:00+09:00,19.66,20.52,20.52,20.52,22.7,17.66,17.66,17.66,6.93,17.66
2026-04-03 22:30:00+09:00,19.44,20.0,20.0,20.0,21.57,17.66,17.66,17.66,6.93,17.66
2026-04-03 23:00:00+09:00,20.57,24.9,24.9,24.9,24.9,17.66,17.66,17.66,6.93,17.66
2026-04-03 23:30:00+09:00,20.26,24.3,24.3,24.3,24.3,14.86,14.86,14.86,6.93,14.86
2026-04-04 00:00:00+09:00,17.88,19.95,20.94,20.94,20.94,12.0,12.0,12.0,6.86,12.0
2026-04-04 00:30:00+09:00,17.35,21.4,21.4,21.4,22.0,10.9,10.9,10.9,6.86,10.9
2026-04-04 01:00:00+09:00,17.01,20.2,20.2,20.2,23.5,9.03,9.03,9.03,6.86,9.03
2026-04-04 01:30:00+09:00,17.15,18.52,18.52,19.9,22.18,9.08,9.08,9.08,6.86,9.08
2026-04-04 02:00:00+09:00,17.15,20.0,20.0,20.0,23.5,10.9,10.9,10.9,6.86,10.9
2026-04-04 02:30:00+09:00,17.9,20.02,20.02,20.02,23.8,12.3,12.3,12.3,6.91,12.3
2026-04-04 03:00:00+09:00,18.07,20.0,20.0,20.0,25.01,14.57,14.57,14.57,6.86,14.57
2026-04-04 03:30:00+09:00,18.46,19.71,19.71,20.0,30.0,15.15,15.15,15.15,6.86,15.15
2026-04-04 04:00:00+09:00,18.67,19.71,19.71,20.15,32.99,15.56,15.56,15.56,6.86,15.56
2026-04-04 04:30:00+09:00,18.73,19.71,19.71,20.58,29.0,15.29,15.29,15.29,6.86,15.29
2026-04-04 05:00:00+09:00,18.82,19.96,19.96,20.57,29.0,15.15,15.15,15.15,6.86,15.15
2026-04-04 05:30:00+09:00,18.25,19.95,19.95,20.0,22.21,10.9,10.9,10.9,6.86,10.9
2026-04-04 06:00:00+09:00,17.15,16.9,16.9,19.32,20.46,10.9,10.9,10.9,6.86,10.9
2026-04-04 06:30:00+09:00,15.01,15.12,15.12,17.9,19.94,9.3,9.3,9.3,6.86,9.3
2026-04-04 07:00:00+09:00,16.54,10.46,10.46,19.98,19.98,9.3,9.3,9.3,6.86,9.3
2026-04-04 07:30:00+09:00,14.6,5.0,5.0,19.02,19.02,9.3,9.3,9.3,6.86,9.3
2026-04-04 08:00:00+09:00,16.0,5.0,5.0,20.05,20.05,10.9,10.9,10.9,6.89,10.9
2026-04-04 08:30:00+09:00,17.15,3.05,3.05,21.16,21.16,15.01,15.01,15.01,6.88,10.9
2026-04-04 09:00:00+09:00,17.23,5.0,5.0,21.78,21.78,17.22,17.22,17.22,6.95,10.9
2026-04-04 09:30:00+09:00,17.23,4.37,4.37,25.0,25.0,17.22,17.22,17.22,6.93,10.9
2026-04-04 10:00:00+09:00,15.01,5.33,5.33,20.06,21.38,16.76,16.76,16.76,6.93,15.29
2026-04-04 10:30:00+09:00,17.9,6.5,6.5,30.72,30.72,16.0,16.0,16.0,6.69,12.0
2026-04-04 11:00:00+09:00,15.15,9.18,9.18,21.29,22.02,15.01,15.01,15.01,6.67,9.03
2026-04-04 11:30:00+09:00,17.68,12.28,12.28,33.06,33.06,14.57,14.57,14.57,6.0,8.84
2026-04-04 12:00:00+09:00,17.15,9.18,9.18,32.42,32.42,14.43,14.43,14.43,6.0,9.03
2026-04-04 12:30:00+09:00,16.86,9.18,13.09,28.76,28.76,9.15,9.15,9.15,2.5,9.03
2026-04-04 13:00:00+09:00,17.15,10.95,14.04,29.11,29.11,13.0,13.0,13.0,2.19,9.03
2026-04-04 13:30:00+09:00,15.01,12.77,12.77,21.69,21.69,14.0,14.0,14.0,2.05,8.84
2026-04-04 14:00:00+09:00,17.22,15.0,15.0,29.47,29.47,12.0,12.0,12.0,2.05,8.84
2026-04-04 14:30:00+09:00,17.15,16.32,16.32,28.76,28.76,9.15,9.15,9.15,1.0,9.03
2026-04-04 15:00:00+09:00,17.88,17.5,17.5,32.6,32.6,8.61,8.61,8.61,0.02,8.61
2026-04-04 15:30:00+09:00,18.3,18.31,18.31,35.83,34.57,8.61,8.61,8.61,1.0,8.61
2026-04-04 16:00:00+09:00,17.54,19.08,19.08,33.11,33.11,9.03,9.03,9.03,2.05,9.03
2026-04-04 16:30:00+09:00,17.22,19.62,19.62,29.11,29.11,9.03,9.03,9.03,6.5,9.03
2026-04-04 17:00:00+09:00,17.94,18.83,18.83,29.47,29.47,12.5,12.5,12.5,6.01,12.5
2026-04-04 17:30:00+09:00,18.14,19.75,19.75,28.41,28.41,15.29,15.29,15.29,6.88,15.29
2026-04-04 18:00:00+09:00,18.02,19.5,19.5,21.0,21.0,18.6,18.6,18.6,6.89,18.6
2026-04-04 18:30:00+09:00,18.01,18.5,18.5,20.7,20.7,18.73,18.73,18.73,6.95,18.73
2026-04-04 19:00:00+09:00,18.02,18.49,18.49,19.79,19.79,18.73,18.73,18.73,6.95,18.73
2026-04-04 19:30:00+09:00,17.98,18.29,18.29,20.0,20.0,18.0,18.0,18.0,6.86,18.0
2026-04-04 20:00:00+09:00,17.38,16.54,16.54,20.81,20.81,15.15,15.15,15.15,6.86,15.15
2026-04-04 20:30:00+09:00,17.15,16.34,16.34,20.43,20.43,14.57,14.57,14.57,6.86,14.57
2026-04-04 21:00:00+09:00,16.88,16.66,16.66,19.96,19.96,14.57,14.57,14.57,6.86,14.57
2026-04-04 21:30:00+09:00,16.34,16.68,16.68,18.64,18.64,14.57,14.57,14.57,6.86,14.57
2026-04-04 22:00:00+09:00,13.89,16.83,16.83,17.93,17.93,15.01,15.01,15.01,6.86,15.01
2026-04-04 22:30:00+09:00,12.0,16.77,16.77,17.15,17.15,15.01,15.01,15.01,6.86,15.01
2026-04-04 23:00:00+09:00,11.08,15.78,15.78,15.78,15.78,14.57,14.57,14.57,6.86,14.57
2026-04-04 23:30:00+09:00,11.0,16.6,16.6,17.54,17.54,9.0,9.0,9.0,6.86,9.0
2026-04-05 00:00:00+09:00,13.79,18.21,18.21,18.68,18.68,9.03,9.03,9.03,6.93,9.03
2026-04-05 00:30:00+09:00,11.81,17.93,17.93,18.61,18.61,8.65,8.65,8.65,6.93,8.65
2026-04-05 01:00:00+09:00,10.01,17.89,17.89,18.73,18.73,8.61,8.61,8.61,6.93,8.61
2026-04-05 01:30:00+09:00,11.63,18.14,18.14,18.71,18.71,8.61,8.61,8.61,6.93,8.61
2026-04-05 02:00:00+09:00,12.01,18.96,18.96,18.96,18.96,8.65,8.65,8.65,6.95,8.65
2026-04-05 02:30:00+09:00,14.66,19.5,19.5,19.5,19.5,9.15,9.15,9.15,7.8,9.15
2026-04-05 03:00:00+09:00,15.94,18.34,18.34,20.0,20.0,12.0,12.0,12.0,7.8,12.0
2026-04-05 03:30:00+09:00,15.94,18.95,18.95,19.34,19.34,13.51,13.51,13.51,7.83,13.51
2026-04-05 04:00:00+09:00,15.94,18.92,18.92,18.92,18.92,13.0,13.0,13.0,8.0,13.0
2026-04-05 04:30:00+09:00,15.94,19.71,19.71,19.71,19.71,9.24,9.24,9.24,8.0,9.24
2026-04-05 05:00:00+09:00,17.0,19.1,19.1,19.1,19.1,12.0,12.0,12.0,8.0,12.0
2026-04-05 05:30:00+09:00,15.01,18.43,18.43,18.74,18.74,9.04,9.03,9.03,7.83,9.03
2026-04-05 06:00:00+09:00,13.5,15.0,15.0,17.35,17.35,14.0,14.0,14.0,7.81,14.0
2026-04-05 06:30:00+09:00,10.0,10.93,10.93,13.05,13.05,9.03,9.03,9.03,6.93,9.03
2026-04-05 07:00:00+09:00,8.0,9.18,8.61,10.54,10.54,8.4,8.4,8.4,0.1,8.4
2026-04-05 07:30:00+09:00,8.4,8.3,8.3,18.18,4.5,4.5,4.5,4.5,0.01,4.5
2026-04-05 08:00:00+09:00,7.63,9.18,8.33,19.08,2.7,2.7,0.01,0.01,0.01,0.01
2026-04-05 08:30:00+09:00,2.0,5.0,5.0,17.18,0.01,0.01,0.01,0.01,0.01,0.01
2026-04-05 09:00:00+09:00,2.01,2.95,2.95,15.78,0.01,0.01,0.01,0.01,0.01,0.01
2026-04-05 09:30:00+09:00,0.5,0.01,0.01,15.34,0.67,0.67,0.67,0.67,0.01,0.01
2026-04-05 10:00:00+09:00,0.01,0.01,0.01,15.34,0.01,0.01,0.01,0.01,0.01,0.01
2026-04-05 10:30:00+09:00,0.01,0.01,0.01,15.0,0.01,0.01,0.01,0.01,0.01,0.01
2026-04-05 11:00:00+09:00,0.01,0.01,0.01,12.06,0.01,0.01,0.01,0.01,0.01,0.01
2026-04-05 11:30:00+09:00,0.01,0.01,0.01,15.0,0.01,0.01,0.01,0.01,0.01,0.01
2026-04-05 12:00:00+09:00,0.01,0.01,0.01,15.34,0.01,0.01,0.01,0.01,0.01,0.01
2026-04-05 12:30:00+09:00,0.01,0.01,0.01,15.34,0.01,0.01,0.01,0.01,0.01,0.01
2026-04-05 13:00:00+09:00,0.01,0.01,0.01,9.92,0.01,0.01,0.01,0.01,0.01,0.01
2026-04-05 13:30:00+09:00,0.01,0.01,0.01,9.67,0.01,0.01,0.01,0.01,0.01,0.01
2026-04-05 14:00:00+09:00,0.01,1.0,1.0,6.59,0.01,0.01,0.01,0.01,0.01,0.01
2026-04-05 14:30:00+09:00,0.01,2.95,2.95,10.62,0.5,0.5,0.5,0.5,0.01,0.01
2026-04-05 15:00:00+09:00,1.0,6.92,6.92,13.51,2.48,0.02,0.01,0.01,0.01,0.01
2026-04-05 15:30:00+09:00,2.05,7.04,7.04,13.64,2.7,0.01,0.01,0.01,0.01,0.01
2026-04-05 16:00:00+09:00,2.7,9.18,9.18,17.5,2.7,0.01,0.01,0.01,0.01,0.01
2026-04-05 16:30:00+09:00,11.22,16.74,16.74,28.94,11.51,0.81,0.81,0.81,0.81,0.81
2026-04-05 17:00:00+09:00,14.09,17.45,17.45,21.27,18.0,7.23,7.23,7.23,6.93,7.23
2026-04-05 17:30:00+09:00,17.21,21.28,21.28,28.41,21.97,9.03,9.03,9.03,6.93,9.03
2026-04-05 18:00:00+09:00,18.5,21.5,21.5,28.94,14.36,14.36,14.36,14.36,7.81,14.36
2026-04-05 18:30:00+09:00,19.66,21.79,21.79,35.0,22.37,14.49,14.49,14.49,8.0,14.49
2026-04-05 19:00:00+09:00,19.66,21.34,21.34,30.0,22.0,14.43,14.43,14.43,8.0,14.43
2026-04-05 19:30:00+09:00,18.73,20.74,20.74,29.29,20.25,14.57,14.57,14.57,8.0,14.57
2026-04-05 20:00:00+09:00,18.5,20.73,20.73,28.23,22.0,14.36,14.36,14.36,8.0,14.36
2026-04-05 20:30:00+09:00,18.25,20.0,20.0,28.41,21.74,12.0,12.0,12.0,7.81,12.0
2026-04-05 21:00:00+09:00,18.6,21.0,21.0,28.94,28.52,14.0,14.0,14.0,7.81,14.0
2026-04-05 21:30:00+09:00,17.93,19.5,19.5,25.0,25.0,13.68,13.68,13.68,7.81,13.68
2026-04-05 22:00:00+09:00,17.18,19.18,19.18,21.08,19.03,14.36,14.36,14.36,7.81,14.36
2026-04-05 22:30:00+09:00,16.69,19.22,19.22,21.5,18.46,9.47,9.47,9.47,6.95,9.47
2026-04-05 23:00:00+09:00,16.76,19.3,19.3,20.7,19.03,9.52,9.52,9.52,6.95,9.52
2026-04-05 23:30:00+09:00,14.87,16.83,16.83,19.03,19.03,8.4,8.4,8.4,6.93,8.4
2026-04-06 00:00:00+09:00,13.53,13.53,13.53,18.72,18.72,8.61,8.61,8.61,6.84,8.61
2026-04-06 00:30:00+09:00,11.09,13.33,13.33,18.53,18.53,8.61,8.61,8.61,6.84,8.61
2026-04-06 01:00:00+09:00,11.78,16.54,16.54,18.0,18.0,8.61,8.61,8.61,6.84,8.61
2026-04-06 01:30:00+09:00,11.77,17.88,17.88,17.88,17.88,8.61,8.61,8.61,6.84,8.61
